Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
Somalia,"Gross domestic product, constant prices",National currency,Billions,Source: Central Bank Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 09/2021,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.776,3.821,3.892,3.984,4.122,4.241,4.3,4.42,4.548,4.517,4.589,2019
South Africa,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 Notes: The authorities are currently rebasing the national accounts to the year 2015 from 2010 as part of the latest regular revision, a process carried out every five years. Data prior to 1993 is not yet available and is anticipated to be published before the end of 2021. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 09/2021",n/a,n/a,"2,315.16","2,389.24","2,463.31","2,569.23","2,636.03","2,649.21","2,712.79","2,826.73","2,903.05","3,010.47","3,099.25","3,240.41","3,411.41","3,602.58","3,795.69","3,916.82","3,856.57","3,973.80","4,099.71","4,197.95","4,302.29","4,363.12","4,420.79","4,450.17","4,501.70","4,568.67","4,573.84","4,279.65","4,493.63",2020
South Sudan,"Gross domestic product, constant prices",National currency,Billions,"Source: IMF Staff Estimates. National Bureau of Statistics Latest actual data: 2018 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December. Authorities report on fiscal year July/June Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudanese pound Data last updated: 09/2021",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.502,15.462,19.996,20.58,20.544,17.776,16.751,16.428,16.571,15.479,16.303,2018
Spain,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995. Chain-weighted and converted to market prices Primary domestic currency: Euro Data last updated: 09/2021",674.92,680.661,671.719,687.401,715.737,733.067,761.403,795.428,833.173,875.273,909.728,934.54,962.423,992.433,"1,028.72","1,070.94","1,109.51","1,119.37","1,077.19","1,078.99","1,070.21","1,038.56","1,023.63","1,037.77","1,077.59","1,110.22","1,143.27","1,169.46","1,193.81","1,064.61","1,125.69",2020
Sri Lanka,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office. Department of Census and Statistics Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. Staff used splicing method for the historical series. Chain-weighted: No Primary domestic currency: Sri Lankan rupee Data last updated: 09/2021,"2,409.17","2,333.64","2,508.12","2,709.66","2,873.63","3,223.12","3,554.82","3,496.31","3,596.98","3,899.76","3,823.79","3,966.29","4,201.90","4,430.70","4,707.26","5,068.22","5,412.70","5,734.76","5,937.70","6,413.67","6,952.72","7,588.52","7,846.20","8,235.43","8,647.83","9,035.83","9,359.15","9,665.38","9,883.35","9,530.61","9,878.22",2019
St. Kitts and Nevis,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2019. Estimates. Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts. GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2021,0.929,0.958,1.009,1.064,1.101,1.166,1.251,1.264,1.314,1.441,1.518,1.539,1.478,1.537,1.687,1.74,1.75,1.946,1.88,1.881,1.912,1.902,2.01,2.163,2.178,2.263,2.285,2.346,2.458,2.104,2.082,2019
St. Lucia,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2020. Estimates. Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts.  GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2021,3.222,3.478,3.498,3.554,3.616,3.722,3.696,3.928,4.033,4.035,3.898,3.914,4.081,4.378,4.36,4.631,4.721,4.952,4.86,4.885,5.12,5.102,4.989,5.054,5.044,5.234,5.417,5.576,5.572,4.437,4.591,2020
St. Vincent and the Grenadines,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2019. Preliminary Notes: Historical values for expenditure based GDP components are not reported by authorities and are estimated by IMF staff using data from balance of payments and fiscal accounts.  GDP expenditure component estimates prior 2014 have been removed due to internal inconsistencies arising from methodological changes to international trade estimates from the balance of payments applicable to data reported after 2014. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Real GDP at market prices begins in 2000 Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2021,0.924,0.99,1.025,1.013,1.082,1.094,1.135,1.185,1.21,1.232,1.253,1.332,1.435,1.495,1.532,1.65,1.705,1.732,1.695,1.638,1.632,1.654,1.684,1.705,1.728,1.76,1.778,1.816,1.826,1.767,1.659,2019
Sudan,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2019. Substantial delay occurred in the regular production of national accounts data. National accounts manual used: Other GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 1982. Fiscal year and calendar year are the same. Chain-weighted: No Primary domestic currency: Sudanese pound Data last updated: 08/2021,8.777,9.264,9.519,9.853,10.726,11.312,11.998,12.986,13.536,14.671,16.266,17.232,18.316,19.257,20.344,21.673,22.916,23.798,23.139,24.032,23.259,19.304,19.682,20.599,20.992,21.719,21.873,21.287,20.823,20.067,20.248,2019
Suriname,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. IMF Staff reports, National Statistical Office, and IMF staff estimates. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Surinamese dollar Data last updated: 09/2021",7.823,8.128,7.95,7.393,8.229,9.15,9.791,10.006,9.916,9.906,10.392,10.781,11.449,12.285,12.889,13.632,14.328,14.922,15.372,16.166,17.111,17.573,18.088,18.134,17.515,16.654,16.915,17.752,17.947,15.092,15.196,2020
Sweden,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. In June 2010, the authorities performed a major revision of historical time series data 1993-2009 which involved the introduction of new methods, improved source data and a further adjustment to recommendations from the European Union. Annual data do not always match annual average quarterly data. These discrepancies are because of seasonal adjustment. Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1993 Primary domestic currency: Swedish krona Data last updated: 08/2021","2,714.54","2,689.15","2,639.98","2,743.73","2,851.70","2,896.74","2,985.69","3,114.42","3,246.70","3,401.45","3,450.75","3,526.56","3,608.02","3,764.49","3,872.11","4,052.66","4,192.04","4,173.15","3,992.05","4,229.66","4,364.81","4,339.13","4,390.67","4,507.37","4,709.71","4,807.23","4,930.68","5,026.83","5,126.67","4,983.36","5,184.47",2020
Switzerland,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980 Primary domestic currency: Swiss franc Data last updated: 09/2021",450.097,449.096,448.224,453.945,456.542,459.115,469.374,483.584,491.7,511.747,520.159,520.338,519.921,533.563,548.791,571.542,594.754,610.527,597.985,617.104,628.957,637.375,649.201,664.929,675.779,689.216,700.634,721.242,730.222,711.922,738.3,2020
Syria,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office. Central Bureau of Statistics. Latest actual data: 2010 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Syrian pound Data last updated: n/a,656.946,743.967,799.085,843.305,889.039,915.408,905.429,955.713,925.884,947.13,981.983,"1,039.89","1,018.71","1,089.03","1,156.71","1,215.08","1,284.04","1,341.52","1,420.83","1,469.70",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2010
Taiwan Province of China,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Expenditure-based measure Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: New Taiwan dollar Data last updated: 09/2021,"5,592.92","6,057.70","6,470.47","6,955.94","7,407.97","7,865.54","8,341.51","8,692.25","9,277.42","9,863.23","9,724.99","10,258.06","10,691.42","11,434.65","12,050.23","12,745.60","13,618.74","13,727.57","13,506.15","14,889.91","15,436.98","15,779.91","16,171.82","16,935.01","17,183.24","17,555.27","18,136.59","18,642.01","19,194.64","19,794.06","20,954.82",2020
Tajikistan,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1995 Chain-weighted: No Primary domestic currency: Tajik somoni Data last updated: 09/2021,n/a,0.106,0.094,0.074,0.065,0.062,0.063,0.066,0.069,0.075,0.082,0.09,0.099,0.109,0.117,0.125,0.134,0.145,0.151,0.161,0.172,0.185,0.199,0.212,0.225,0.241,0.258,0.277,0.297,0.311,0.326,2019
Tanzania,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Tanzanian shilling Data last updated: 09/2021,"27,530.91","27,691.68","28,025.71","28,464.87","29,481.21","30,820.97","31,907.49","33,090.77","34,692.51","36,404.17","38,587.63","41,351.89","44,199.47","47,659.53","51,171.98","53,556.89","58,090.15","61,323.79","64,624.45","68,733.84","74,166.92","77,979.85","83,268.12","88,874.11","94,349.32","100,828.39","107,657.41","115,149.20","123,175.84","129,095.85","134,289.44",2020
Thailand,"Gross domestic product, constant prices",National currency,Billions,"Source: National Economic and Social Development Board Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2002 Chain-weighted: Yes, from 1993. Ratio splicing for years before 1993 Primary domestic currency: Thai baht Data last updated: 08/2021","3,656.94","3,994.47","4,341.03","4,688.18","5,068.88","5,355.37","5,207.90","4,810.33","5,030.27","5,254.38","5,435.36","5,769.58","6,184.37","6,573.32","6,848.59","7,188.82","7,579.54","7,710.34","7,657.09","8,232.40","8,301.56","8,902.82","9,142.09","9,232.09","9,521.43","9,848.50","10,259.94","10,689.79","10,932.07","10,265.32","10,363.84",2020
Timor-Leste,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 09/2021,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.832,0.968,0.903,0.884,0.887,0.914,0.876,0.966,1.076,1.183,1.295,1.37,1.453,1.483,1.549,1.594,1.648,1.58,1.564,1.592,1.471,1.497,2019
Togo,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2021,"1,842.75","1,783.66","1,492.58","1,700.49","2,035.34","1,956.55","2,030.96","1,985.00","2,035.42","2,015.68","2,032.20","2,110.04","2,251.83","2,229.76","2,125.63","2,181.96","2,156.22","2,243.76","2,368.06","2,512.52","2,673.32","2,848.15","3,022.17","3,201.09","3,384.83","3,574.38","3,729.78","3,915.03","4,128.96","4,201.54","4,402.20",2016
Tonga,"Gross domestic product, constant prices",National currency,Billions,"Source: Central Bank. National Reserve Bank of Tonga Latest actual data: FY2019/20. Data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Notes: Prior to 1994, the data are in fiscal year (FY) reporting basis converted to calendar year by averaging two FYs (e.g. 1990 is the average of 1989/90 and 1990/91), and are further adjusted to produce a smooth series with the use of a splicing technique. These estimates continue to serve as proxies for historical series when complete information is unavailable. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: July/June Base year: FY2016/17 Chain-weighted: No Primary domestic currency: Tongan pa'anga Data last updated: 08/2021",0.733,0.705,0.705,0.719,0.776,0.776,0.771,0.789,0.807,0.838,0.85,0.888,0.889,0.872,0.868,0.849,0.828,0.867,0.822,0.829,0.885,0.893,0.895,0.914,0.924,0.985,1.018,1.021,1.028,1.035,1.014,2020
Trinidad and Tobago,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2019 Notes: Trinidad and Tobago's growth forecast estimates for 2020 are based on energy sector data from the Ministry of Energy and Ministry of Finance up until September, preliminary national accounts data for 2019 from the Central Statistical Office, and staff projections for the fourth quarter nonenergy output based on available information. Growth estimates are subject to revision once the finalized data for the full year become available. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Trinidad and Tobago dollar Data last updated: 09/2021",56.765,62.494,62.076,64.29,66.74,71.501,76.88,83.127,89.797,95.995,99.544,106.664,121.467,130.367,138.053,157.631,164.338,169.738,161.551,167.143,166.822,165.647,169.339,167.794,170.284,160.745,155.943,156.046,154.101,141.998,140.556,2019
Tunisia,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 2009 Primary domestic currency: Tunisian dinar Data last updated: 07/2021",27.015,29.179,29.902,30.986,31.814,33.995,35.941,37.725,39.995,41.714,43.298,43.871,45.934,48.798,50.499,53.147,56.713,59.117,60.916,63.055,61.846,64.374,66.191,68.092,68.898,69.745,71.083,73.013,73.729,67.397,69.43,2020
Turkey,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009 Primary domestic currency: Turkish lira Data last updated: 09/2021",516.342,547.242,591.253,558.994,599.186,641.172,689.437,710.757,687.564,735.235,692.959,737.639,780.15,856.573,933.599,998.465,"1,048.82","1,057.37","1,006.37","1,091.18","1,213.39","1,271.50","1,379.39","1,447.53","1,535.61","1,586.64","1,705.67","1,756.49","1,772.12","1,803.90","1,965.41",2020
Turkmenistan,"Gross domestic product, constant prices",National currency,Billions,"Source: IMF Staff Estimates. Staff estimates, compiled in line with international (System of National Accounts) methodologies, using official estimates and sources, as well as UN and World Bank databases. The Turkmenistan authorities' estimate of real GDP growth in 2020 is 5.9 percent. Latest actual data: 2020 National accounts manual used: Not applicable GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 2007 Primary domestic currency: New Turkmen manat Data last updated: 08/2021",n/a,31.51,28.359,23.453,21.764,20.306,18.012,19.218,22.389,26.551,31.964,37.004,43.331,49.697,56.177,62.338,69.231,79.441,84.313,96.596,109.859,117.131,117.678,123.059,124.966,119.12,119.689,121.276,111.913,108.159,113.06,2020
Tuvalu,"Gross domestic product, constant prices",National currency,Billions,Source: PFTAC advisors Latest actual data: 2019 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Australian dollar Data last updated: 08/2021,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.042,0.042,0.046,0.044,0.043,0.041,0.042,0.045,0.048,0.045,0.044,0.047,0.046,0.048,0.048,0.053,0.056,0.057,0.058,0.066,0.067,0.069,2019
Uganda,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020. Historical data are in CY, but projections are conversions using averages of FY. For example, the projection of 2020 is the average of 2019/20 and 2020/21. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December. Prior to 2009, the data are in fiscal year (FY) reporting basis converted to calendar year (CY) by averaging two FYs (e.g. CY2008 is the average of FY2007/08 and FY2008/09). Historical quarterly data are taken from Haver to have a smooth series. Base year: 2016. National Accounts were rebased on a FY basis and this rebasing was then applied to CY historical data. As a result real GDP and nominal GDP are not equal in CY 2016. Chain-weighted: No Primary domestic currency: Ugandan shilling Data last updated: 09/2021","21,357.50","22,606.96","24,118.43","25,973.99","28,356.87","30,226.90","31,623.44","33,544.25","36,212.06","37,639.31","40,938.57","43,827.58","46,526.86","49,226.97","54,153.32","57,970.78","62,645.46","69,178.13","74,760.00","80,355.00","86,524.00","88,543.00","92,030.00","97,317.00","105,101.00","105,284.00","112,441.00","118,751.00","127,912.00","126,836.00","132,805.85",2020
Ukraine,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2020. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010. The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: Yes, from 2005 Primary domestic currency: Ukrainian hryvnia Data last updated: 09/2021",n/a,"3,270.53","2,806.11","2,163.51","1,899.56","1,709.61","1,658.32","1,626.81","1,623.56","1,719.35","1,870.65","1,969.79","2,156.93","2,411.44","2,486.20","2,675.15","2,894.51","2,958.19","2,511.50","2,614.47","2,757.24","2,763.42","2,763.47","2,581.78","2,329.08","2,385.37","2,441.66","2,526.84","2,607.68","2,502.29","2,588.63",2020
United Arab Emirates,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020. Preliminary official data, not published yet National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: U.A.E. dirham Data last updated: 09/2021",459.428,473.648,473.513,508.376,541.826,570.761,619.578,624.479,647.904,727.782,737.129,755.398,821.973,900.693,944.528,"1,037.39","1,070.91","1,105.33","1,047.54","1,064.24","1,138.00","1,189.03","1,249.12","1,302.64","1,369.15","1,411.06","1,444.55","1,461.74","1,511.61","1,418.88","1,450.62",2020
United Kingdom,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: Yes, from before 1980 Primary domestic currency: British pound Data last updated: 09/2021","1,207.36","1,212.21","1,242.40","1,290.18","1,322.84","1,355.80","1,423.25","1,476.03","1,524.66","1,578.12","1,621.21","1,656.53","1,711.56","1,750.69","1,802.44","1,850.99","1,894.68","1,889.40","1,811.67","1,849.25","1,872.84","1,899.63","1,941.16","1,996.73","2,043.91","2,079.11","2,115.30","2,141.79","2,172.51","1,958.59","2,091.04",2020
United States,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Real Gross Domestic Product determined by chained Fisher quantity growth rates. Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1980 Primary domestic currency: US dollar Data last updated: 09/2021","9,361.33","9,691.08","9,957.78","10,358.93","10,636.98","11,038.25","11,529.15","12,045.83","12,623.38","13,138.05","13,263.43","13,488.35","13,865.53","14,399.68","14,901.25","15,315.93","15,623.88","15,642.98","15,236.28","15,649.00","15,891.53","16,253.98","16,553.35","16,932.03","17,390.30","17,680.30","18,079.08","18,606.80","19,032.68","18,384.70","19,482.77",2020
Uruguay,"Gross domestic product, constant prices",National currency,Billions,"Source: Central Bank Latest actual data: 2020 Notes: Data for years between 2016 and last actual for these series are reported by national authorities. Data prior to 2016 are the staff's estimates, representing best effort to preserve the previously reported growth rates and avoid structural breaks. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2016 Chain-weighted: No Primary domestic currency: Uruguayan peso Data last updated: 09/2021",812.371,876.805,900.107,965.647,951.668,"1,004.75","1,055.47","1,100.64","1,068.01","1,049.05","1,012.74",941.332,963.24,"1,007.93","1,076.53","1,120.65","1,193.96","1,279.64","1,333.94","1,438.03","1,512.26","1,565.77","1,638.38","1,691.45","1,697.72","1,726.40","1,754.51","1,762.89","1,769.07","1,665.43","1,717.06",2020
Uzbekistan,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2020. Latest annual data is 2020. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Uzbek som Data last updated: 09/2021,n/a,"73,142.23","71,459.96","67,744.04","67,134.35","68,275.63","71,825.96","74,914.48","78,135.80","81,104.96","84,511.37","87,891.82","91,583.28","98,360.44","105,245.67","113,139.10","123,887.31","135,037.17","145,975.18","156,330.57","168,094.66","180,033.49","193,169.73","206,447.90","221,350.91","234,481.78","244,787.89","257,896.28","272,621.21","277,335.87","294,373.01",2020
Vanuatu,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2018 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Vanuatu vatu Data last updated: 08/2021,32.606,33.449,33.695,36.755,37.124,37.988,39.852,40.321,40.457,42.854,41.398,39.246,40.929,42.561,44.819,48.613,50.009,52.811,54.415,55.101,56.83,57.404,57.673,59.476,59.697,62.496,66.443,68.37,71.045,66.204,67.012,2018
Venezuela,"Gross domestic product, constant prices",National currency,Billions,Source: Central Bank Latest actual data: 2018. Latest year for nominal accounts is 2017. Latest year for real accounts is 2018. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1997 Chain-weighted: No Primary domestic currency: Venezuelan bolívar soberano Data last updated: 08/2021,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,--,--,--,--,--,--,2018
Vietnam,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Country authorities revised their methodology for GDP calculation in 2019, and 'revised' GDP data is currently only available starting in 2010. 'Revised' and 'unrevised' GDP data are substantially different, leading to sharp breaks in national accounts variables in 2010. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Production-based measure Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Vietnamese dong Data last updated: 09/2021","722,599.58","785,464.93","848,915.04","923,905.31","1,012,050.31","1,106,576.02","1,196,780.65","1,265,773.14","1,326,195.91","1,416,209.07","1,513,855.28","1,621,040.94","1,740,044.42","1,875,584.21","2,017,139.35","2,157,894.83","2,311,741.80","2,442,627.69","2,574,477.59","2,739,843.17","2,915,553.94","3,076,041.91","3,246,870.23","3,455,392.13","3,696,825.71","3,944,143.68","4,217,874.76","4,521,444.21","4,844,732.70","4,987,553.63","5,176,083.15",2020
West Bank and Gaza,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. National accounts are reported in USD, although NIS is the most commonly used currency and the most common means of transaction. Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Israeli new shekel Data last updated: 08/2021",n/a,n/a,n/a,19.658,21.058,21.313,24.44,27.943,30.257,27.668,25.092,21.958,25.036,30.525,33.971,33.633,34.907,37.5,40.723,43.075,47.211,50.089,52.443,52.36,54.308,59.123,59.962,60.698,61.525,54.476,56.894,2020
Yemen,"Gross domestic product, constant prices",National currency,Billions,Source: IMF Staff Estimates Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 1990 Chain-weighted: No Primary domestic currency: Yemeni rial Data last updated: 08/2021,157.271,170.179,176.99,188.887,199.596,208.847,219.772,232.973,241.769,256.715,266.48,276.966,287.345,298.76,315.466,325.468,336.334,348.602,362.079,389.968,340.384,348.529,365.34,364.651,262.569,237.953,225.884,227.584,230.77,211.154,206.931,2020
Zambia,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Zambian kwacha Data last updated: 08/2021,43.635,44.53,44.496,38.574,39.692,42.16,43.768,43.599,45.627,47.405,49.925,52.175,55.798,59.722,64.044,69.106,74.878,80.698,88.139,97.216,102.626,110.423,116.007,121.457,125.004,129.725,134.271,139.688,141.701,137.422,138.803,2020
Zimbabwe,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2019. Data before 2009 are unreliable Notes: The Zimbabwe dollar ceased circulating in 2009. Between 2009 19 Zimbabwe operated under a multi-currency regime with the US dollar as the unit of account. In 2019, Zimbabwe authorities introduced the RTGS dollar, later renamed the Zimbabwe dollar and are currently redenominating their national accounts statistics. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: No Primary domestic currency: Zimbabwe dollar Data last updated: 09/2021",n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.269,20.044,19.196,19.109,17.637,14.775,13.849,12.822,12.366,11.946,9.996,10.735,12.848,14.672,17.116,17.454,17.87,18.19,18.279,19.187,20.115,18.879,18.111,19.04,2019
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Monetary Fund, World Economic Outlook Database, October 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
